naics_code,sector_2d,sector_label,n_years,monthly_seasonal_amplitude,monthly_peak_month,monthly_peak_quarter_from_month,monthly_peak_excess_month,monthly_n_excess_obs,monthly_seasonal_index,idio_monthly_seasonal_amplitude,idio_monthly_peak_month,idio_monthly_peak_quarter_from_month,idio_monthly_peak_excess_month,idio_monthly_n_excess_obs,idio_monthly_seasonal_index,placebo_amplitude,n_perms_used,signal_amplitude,signal_index,national_industry_title,sector_title,subsector_title,industry_group_title,naics_industry_title
325910,32,Manufacturing - paper/chemicals,24,0.027006524260991517,1,1,0.014583242185898094,23,0.07546358138933694,0.042335942980437045,1,1,0.023109187026923467,23,0.11620342398338529,0.017435807304168223,10.0,0.024900135676268823,0.15604748032788335,Printing Ink Manufacturing,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,Printing Ink Manufacturing
325920,32,Manufacturing - paper/chemicals,24,0.01286271667987033,12,4,0.007547903160448327,23,0.035941932315274525,0.01014081512692703,1,1,0.003211131321603368,23,0.027834444133580605,0.01798822792117722,10.0,0.0,0.0,Explosives Manufacturing,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,Explosives Manufacturing
325991,32,Manufacturing - paper/chemicals,24,0.011840201323476976,6,2,0.007202369419740173,24,0.03308474602675641,0.02096239308469152,1,1,0.011029789592459566,23,0.05753744170650445,0.017852414837302384,10.0,0.0031099782473891363,0.0194900251022376,Custom Compounding of Purchased Resins,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing
325992,32,Manufacturing - paper/chemicals,24,0.06771289651959625,1,1,0.034868891896114064,23,0.18920826790713788,0.08304231523904179,1,1,0.04339483673713944,23,0.22793401273105865,0.024183372867628526,10.0,0.058858942371413266,0.3688650444012132,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing
325998,32,Manufacturing - paper/chemicals,24,0.010285288158168556,12,4,0.005461668731849563,23,0.0287398953132905,0.0066634875330349105,1,1,0.003702325414706378,23,0.018289897720408926,0.016547063503381913,10.0,0.0,0.0,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing
326111,32,Manufacturing - paper/chemicals,24,0.007269411073003346,12,4,0.003651079740583005,23,0.020312713656103588,0.008614120444607208,1,1,0.00490761350860503,23,0.023643982389412822,0.014730946001632841,10.0,0.0,0.0,Plastics Bag and Pouch Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing
326112,32,Manufacturing - paper/chemicals,24,0.005355728631377517,12,4,0.0029714043419454706,23,0.014965363908636533,0.012669987701828984,1,1,0.007131332795172482,23,0.034776500749262675,0.016646686136056577,10.0,0.0,0.0,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing
326113,32,Manufacturing - paper/chemicals,24,0.00679829645343664,6,2,0.0039306705881426525,24,0.018996291146720166,0.021136350560185833,1,1,0.011784864059269746,23,0.05801491906632813,0.01698333391063887,10.0,0.004153016649546964,0.026026676816030186,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing
326121,32,Manufacturing - paper/chemicals,24,0.007508680901349554,6,2,0.004844109638713091,24,0.0209812986984038,0.02179898142391818,1,1,0.012397107396049881,23,0.059833703998988005,0.01917238170804222,10.0,0.0026265997158759595,0.016460724263563358,Unlaminated Plastics Profile Shape Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing"
326122,32,Manufacturing - paper/chemicals,24,0.007600231558533924,6,2,0.002845276297655658,24,0.02123711615950741,0.010037657504531615,9,3,0.004584963470110481,24,0.027551297755150538,0.01812963971639956,10.0,0.0,0.0,Plastics Pipe and Pipe Fitting Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing"
326130,32,Manufacturing - paper/chemicals,24,0.01085048740651826,6,2,0.007382218955772263,24,0.030319215890305177,0.018757854381240488,1,1,0.010881975948921603,23,0.05148643805310104,0.020592818264935343,10.0,0.0,0.0,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
326140,32,Manufacturing - paper/chemicals,24,0.015111872445244617,6,2,0.007397827547894929,24,0.042226685862874785,0.014903019275960067,1,1,0.007314611708929254,23,0.04090571145083949,0.023164646958387804,10.0,0.0,0.0,Polystyrene Foam Product Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Polystyrene Foam Product Manufacturing
326150,32,Manufacturing - paper/chemicals,24,0.013620758172919717,6,2,0.007220146756120302,24,0.03806010662583746,0.013895897033303373,1,1,0.008074282961755903,23,0.038141368797113495,0.018649473742697355,10.0,0.0,0.0,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing
326160,32,Manufacturing - paper/chemicals,24,0.005269765580240672,6,2,0.0030611091661196985,24,0.01472515974007157,0.019369802648519348,1,1,0.010357672355978221,23,0.053166109721011275,0.01681444555943464,10.0,0.0025553570890847095,0.016014251499428596,Plastics Bottle Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Bottle Manufacturing
326191,32,Manufacturing - paper/chemicals,24,0.013045605939676106,6,2,0.005655165192309949,24,0.03645297469930037,0.026513286251887626,1,1,0.012319371626101312,23,0.0727734975678851,0.027659531600208453,10.0,0.0,0.0,Plastics Plumbing Fixture Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Other Plastics Product Manufacturing
326192,32,Manufacturing - paper/chemicals,11,0.04076382669219938,1,1,0.0202826635318465,10,0.11390522984739963,0.056093245411644906,1,1,0.02880860837287187,10,0.15396437920812234,0.030331361073589618,10.0,0.025761884338055287,0.16144800139716667,,,,,
326199,32,Manufacturing - paper/chemicals,24,0.012749554087997595,6,2,0.007391172248523624,24,0.035625725224740064,0.016496315779590986,1,1,0.008858034690407957,23,0.045278981445751924,0.019723650646798336,10.0,0.0,0.0,All Other Plastics Product Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Other Plastics Product Manufacturing
326211,32,Manufacturing - paper/chemicals,24,0.01987761540659027,3,1,0.009101659825391009,24,0.055543469184141894,0.01721020639244586,1,1,0.008388577267834211,23,0.04723846380809512,0.03231838543917846,10.0,0.0,0.0,Tire Manufacturing (except Retreading),Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Tire Manufacturing
326212,32,Manufacturing - paper/chemicals,24,0.00910380536731609,12,4,0.004283478568242632,23,0.025438510733551075,0.009491856896046345,9,3,0.006152656774688991,24,0.026053187755628125,0.02022774249409187,10.0,0.0,0.0,Tire Retreading,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Tire Manufacturing
326220,32,Manufacturing - paper/chemicals,24,0.011347851595634385,6,2,0.006255045537566871,24,0.03170898684353069,0.02303882488454545,1,1,0.012909685047949017,23,0.06323681835491185,0.023048601411184304,10.0,0.0,0.0,Rubber and Plastics Hoses and Belting Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing
326291,32,Manufacturing - paper/chemicals,24,0.025294108419918235,6,2,0.01256763701126499,24,0.07067862531922622,0.034572867024580026,1,1,0.018338060778317358,23,0.09489538303268472,0.025786419851055797,10.0,0.008786447173524229,0.05506407516362426,Rubber Product Manufacturing for Mechanical Use,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Other Rubber Product Manufacturing
326299,32,Manufacturing - paper/chemicals,24,0.007003786559686897,3,1,0.003764821668692575,24,0.01957048644885752,0.02161646389793866,1,1,0.012008733890556823,23,0.05933273106765169,0.02258234544242184,10.0,0.0,0.0,All Other Rubber Product Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Other Rubber Product Manufacturing
327110,32,Manufacturing - paper/chemicals,13,0.021047683928593165,3,1,0.008721001467703937,13,0.058812959189147994,0.01613006511840559,3,1,0.007353996177385922,13,0.04427369898669372,0.03524939876437775,10.0,0.0,0.0,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,"Pottery, Ceramics, and Plumbing Fixture Manufacturing"
327111,32,Manufacturing - paper/chemicals,11,0.07809798878796745,1,1,0.03804013478933934,10,0.21822704307629143,0.09342740750741299,1,1,0.046566079630364715,10,0.2564389471912585,0.04504783428821063,10.0,0.04837957321920236,0.3031915407348549,,,,,
327112,32,Manufacturing - paper/chemicals,11,0.02851004622083351,1,1,0.01875175617298668,10,0.07966483108332573,0.04383946494027904,1,1,0.02727770101401205,10,0.12033028138794535,0.026683169617067987,10.0,0.01715629532321105,0.10751735218453637,,,,,
327113,32,Manufacturing - paper/chemicals,11,0.07039812315352786,1,1,0.0350472619535125,10,0.19671152218303906,0.08572754187297338,1,1,0.04357320679453787,10,0.23530440552420884,0.06876120229196292,10.0,0.01696633958101046,0.10632691228775838,,,,,
327120,32,Manufacturing - paper/chemicals,13,0.009226571760771024,3,1,0.003493295436536246,13,0.02578155346036888,0.010198939448066366,9,3,0.004414074436083624,13,0.027993983396381993,0.021155273828274236,10.0,0.0,0.0,Clay Building Material and Refractories Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing
327121,32,Manufacturing - paper/chemicals,11,0.035659496288101694,1,1,0.01648089623036921,10,0.09964234102967545,0.05098891500754722,1,1,0.025006841071394583,10,0.13995404594655472,0.04323984696758543,10.0,0.007749068039961796,0.04856288970657387,,,,,
327122,32,Manufacturing - paper/chemicals,11,0.04048964249466544,1,1,0.017966877676012606,10,0.11313908455205118,0.05581906121411097,1,1,0.026492822517037978,10,0.1532118001863133,0.038484223604735704,10.0,0.017334837609375264,0.10863626471779049,,,,,
327123,32,Manufacturing - paper/chemicals,11,0.02878950696094542,1,1,0.008459238512655731,10,0.08044572047519097,0.04411892568039094,1,1,0.016985183353681103,10,0.12109734342988311,0.050349231155447,10.0,0.0,0.0,,,,,
327124,32,Manufacturing - paper/chemicals,11,0.019460168090518433,1,1,0.011674734449263336,10,0.05437700773180131,0.032537459651520904,1,1,0.02020067929028871,10,0.0893086099670702,0.039874884547520965,10.0,0.0,0.0,,,,,
327125,32,Manufacturing - paper/chemicals,11,0.03241154716156103,1,1,0.019107324951284997,10,0.09056668690660287,0.047740965881006556,1,1,0.02763326979231037,10,0.13103909607518247,0.032266707512818765,10.0,0.01547425836818779,0.09697613939508476,,,,,
327211,32,Manufacturing - paper/chemicals,24,0.012253734973375063,6,2,0.006240315323517949,24,0.034240271630300634,0.022396370789982748,1,1,0.012609007206752287,23,0.06147341448848967,0.019455487542493672,10.0,0.002940883247489076,0.018430318078408163,Flat Glass Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing
327212,32,Manufacturing - paper/chemicals,24,0.022842207580502427,1,1,0.010776648143119105,23,0.06382734683682276,0.038171626299947956,1,1,0.019302592984144475,23,0.10477323434410961,0.027001640971652884,10.0,0.011169985328295072,0.07000154892493578,Other Pressed and Blown Glass and Glassware Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing
327213,32,Manufacturing - paper/chemicals,24,0.015728208980825095,1,1,0.007974263221216435,23,0.04394889794268619,0.031057627700270624,1,1,0.016500208062241804,23,0.08524677674571599,0.016828168394378857,10.0,0.014229459305891767,0.08917506715550917,Glass Container Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing
327215,32,Manufacturing - paper/chemicals,24,0.014022221175566374,6,2,0.007494186508345611,24,0.03918190355469266,0.020453722016378247,1,1,0.011659168610595095,23,0.05614124463002495,0.022183709973740362,10.0,0.0,0.0,Glass Product Manufacturing Made of Purchased Glass,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing
327310,32,Manufacturing - paper/chemicals,24,0.01321155810228393,6,2,0.007602348509876428,24,0.03691669022258156,0.015952333060711494,1,1,0.007718262720176342,23,0.04378586117792659,0.02154676132913149,10.0,0.0,0.0,Cement Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,Cement Manufacturing
327320,32,Manufacturing - paper/chemicals,24,0.034434972412753694,11,4,0.012262663463362938,24,0.09622068794179611,0.03266082562553065,11,4,0.013940382848562619,24,0.089647224099029,0.045590071611705404,10.0,0.0,0.0,Ready-Mix Concrete Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,Ready-Mix Concrete Manufacturing
327331,32,Manufacturing - paper/chemicals,24,0.016178140015115652,12,4,0.005484880050065262,23,0.045206127747515853,0.015829757010522225,4,2,0.006631225427332504,24,0.04344941522378937,0.026065826394411108,10.0,0.0,0.0,Concrete Block and Brick Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,"Concrete Pipe, Brick, and Block Manufacturing"
327332,32,Manufacturing - paper/chemicals,24,0.03138982204229835,4,2,0.010129758091209978,24,0.08771170875577221,0.02641449072114254,4,2,0.013680371611079538,24,0.07250232423055944,0.0316150884020837,10.0,0.0,0.0,Concrete Pipe Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,"Concrete Pipe, Brick, and Block Manufacturing"
327390,32,Manufacturing - paper/chemicals,24,0.010261916115344896,6,2,0.004950368797477493,24,0.02867458746253512,0.009192922499337501,4,2,0.0035672665432963583,24,0.02523267454631974,0.023313555671347658,10.0,0.0,0.0,Other Concrete Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,Other Concrete Product Manufacturing
327410,32,Manufacturing - paper/chemicals,24,0.005562526280235712,6,2,0.0029778489791081977,24,0.015543212840802711,0.01590800166486531,1,1,0.008455847864095494,23,0.043664180647752265,0.019983947789817533,10.0,0.0,0.0,Lime Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Lime and Gypsum Product Manufacturing,Lime Manufacturing
327420,32,Manufacturing - paper/chemicals,24,0.006565600546400402,6,2,0.003579759227974974,24,0.018346075430329047,0.021264161605435202,1,1,0.011914871367627488,23,0.058365734001234265,0.022962878539437504,10.0,0.0,0.0,Gypsum Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Lime and Gypsum Product Manufacturing,Gypsum Product Manufacturing
327910,32,Manufacturing - paper/chemicals,24,0.01925861620553275,1,1,0.010693044433678554,23,0.05381381689206927,0.03458803492497828,1,1,0.019218989274703925,23,0.09493701578813628,0.020130288211862326,10.0,0.014457746713115952,0.09060572902623427,Abrasive Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Abrasive Product Manufacturing
327991,32,Manufacturing - paper/chemicals,24,0.032697213539245,12,4,0.014151127206630577,23,0.09136491653934718,0.017367794819799477,12,4,0.0073476533282104215,23,0.047671011509869694,0.027941789023415774,10.0,0.0,0.0,Cut Stone and Stone Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing
327992,32,Manufacturing - paper/chemicals,24,0.006858651399964185,6,2,0.004272090389607168,24,0.019164939299126407,0.01099832543381422,1,1,0.005946239438559698,23,0.03018813290832645,0.021450649861450403,10.0,0.0,0.0,Ground or Treated Mineral and Earth Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing
327993,32,Manufacturing - paper/chemicals,24,0.011273517515206269,6,2,0.005667469657503056,24,0.03150127718514673,0.02099054063611193,1,1,0.01128106666769979,23,0.05761470092459512,0.019745183651434805,10.0,0.001245356984677124,0.007804568701720259,Mineral Wool Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing
327999,32,Manufacturing - paper/chemicals,24,0.01803717862540115,6,2,0.008264752334174058,24,0.050400787753277325,0.011062128163906669,4,2,0.005849325087574544,24,0.030363258231498214,0.02555210232591528,10.0,0.0,0.0,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing
331110,33,Manufacturing - metals/machinery,13,0.007812163057141377,3,1,0.004518881765979836,13,0.021829310465578417,0.016128147552109104,1,1,0.009522312634353042,12,0.04426843566305712,0.023644287919155994,10.0,0.0,0.0,Iron and Steel Mills and Ferroalloy Manufacturing,Manufacturing,Primary Metal Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing
331111,33,Manufacturing - metals/machinery,11,0.03421132468651379,1,1,0.01686941962195888,10,0.09559575530594328,0.04954074340595931,1,1,0.025395364462984252,10,0.13597911384931102,0.03839980814421422,10.0,0.011140935261745095,0.0698194941061421,,,,,
331112,33,Manufacturing - metals/machinery,11,0.021889387500182413,9,3,0.01231140270356279,11,0.0611649081243935,0.033457903931542916,1,1,0.01707644525650314,10,0.09183503950647845,0.038387784966040464,10.0,0.0,0.0,,,,,
331210,33,Manufacturing - metals/machinery,24,0.010435668441581069,6,2,0.005148005683854456,24,0.02916009876661097,0.01899171210068535,1,1,0.011055462337125352,23,0.052128329217235404,0.026200726758394872,10.0,0.0,0.0,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
331221,33,Manufacturing - metals/machinery,24,0.010913118966748462,1,1,0.006163804268423291,23,0.030494225521211282,0.026242537686193987,1,1,0.014689749109448662,23,0.07203034864625298,0.021959237543565005,10.0,0.004283300142628982,0.026843154729567827,Rolled Steel Shape Manufacturing,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel,Rolling and Drawing of Purchased Steel
331222,33,Manufacturing - metals/machinery,24,0.0208737761142272,1,1,0.010752309179939842,23,0.05832701340890542,0.03620319483367273,1,1,0.019278254020965214,23,0.09937029631663934,0.025375571869915535,10.0,0.010827622963757194,0.06785598694728966,Steel Wire Drawing,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel,Rolling and Drawing of Purchased Steel
331311,33,Manufacturing - metals/machinery,11,0.06764314316928494,1,1,0.03895586169346601,10,0.18901335805581723,0.08297256188873046,1,1,0.04748180653449138,10,0.22774255418378514,0.04627083781943484,10.0,0.03670172406929562,0.23000724330033087,,,,,
331312,33,Manufacturing - metals/machinery,11,0.09046407554577662,1,1,0.047471993002868404,10,0.2527812561803983,0.10579349426522215,1,1,0.05599793784389377,10,0.29038130258409894,0.05158102523665672,10.0,0.054212469028565434,0.3397459075824884,,,,,
331313,33,Manufacturing - metals/machinery,13,0.03332741994163263,1,1,0.016822754874701945,12,0.09312588480312901,0.04865683866107816,1,1,0.025348699715727317,12,0.1335529777909312,0.046649962944505366,10.0,0.0020068757165727924,0.012576955522409687,Alumina Refining and Primary Aluminum Production,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing
331314,33,Manufacturing - metals/machinery,24,0.010285412526401503,6,2,0.005055869294203823,24,0.028740242831992963,0.010053546157450082,9,3,0.004949640255571278,24,0.02759490882748363,0.022723417944229475,10.0,0.0,0.0,Secondary Smelting and Alloying of Aluminum,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing
331315,33,Manufacturing - metals/machinery,24,0.011969153157407054,1,1,0.006413431266563757,23,0.03344507255826578,0.02683722713016052,1,1,0.01493937610758913,23,0.07366264840694614,0.017482432623558565,10.0,0.009354794506601954,0.05862586978317635,"Aluminum Sheet, Plate, and Foil Manufacturing",Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing
331316,33,Manufacturing - metals/machinery,11,0.058303284777086906,1,1,0.030014042209580916,10,0.16291525090462913,0.07363270349653243,1,1,0.03853998705060629,10,0.2021065709438492,0.03732321486310532,10.0,0.03630948863342712,0.2275491301294487,,,,,
331318,33,Manufacturing - metals/machinery,13,0.013928778637950862,12,4,0.006664571907317757,12,0.038920799664594524,0.008034092563021778,3,1,0.0038558436618668177,13,0.022051925590838573,0.02632134007454459,10.0,0.0,0.0,"Other Aluminum Rolling, Drawing, and Extruding",Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing
331319,33,Manufacturing - metals/machinery,11,0.03016202354747642,1,1,0.015635027858480664,10,0.0842809054895581,0.04549144226692195,1,1,0.024160972699506036,10,0.12486461812841977,0.034436820290380955,10.0,0.011054621976540994,0.06927857453646448,,,,,
331410,33,Manufacturing - metals/machinery,13,0.017909673884053005,1,1,0.009795955938313783,12,0.05004450479241701,0.03323909260349853,1,1,0.018321900779339154,12,0.0912344475806801,0.024713164008751443,10.0,0.008525928594747084,0.05343142270239613,Nonferrous Metal (except Aluminum) Smelting and Refining,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,Nonferrous Metal (except Aluminum) Smelting and Refining
331411,33,Manufacturing - metals/machinery,11,0.016858462073124993,2,1,0.006946363086269533,11,0.047107132797236544,0.019720195745303683,2,1,0.008441091468130204,11,0.054127866439299004,0.049096012350623566,10.0,0.0,0.0,,,,,
331419,33,Manufacturing - metals/machinery,11,0.021712713192072196,1,1,0.011552713422250237,10,0.06067123200744358,0.03704213191151772,1,1,0.02007865826327561,10,0.10167300541177515,0.029285073350611056,10.0,0.007757058560906666,0.04861296576544219,,,,,
331420,33,Manufacturing - metals/machinery,13,0.0135963648789137,12,4,0.007525623647740389,12,0.037991945121239996,0.0063127222950889565,4,2,0.0035146001137058747,13,0.01732711955145444,0.019705010890409557,10.0,0.0,0.0,"Copper Rolling, Drawing, Extruding, and Alloying",Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Copper Rolling, Drawing, Extruding, and Alloying"
331421,33,Manufacturing - metals/machinery,11,0.056539699425015334,1,1,0.025052069887851393,10,0.15798731328974225,0.07186911814446087,1,1,0.03357801472887677,10,0.19726589321305302,0.04310340362684985,10.0,0.02876571451761102,0.1802728036772306,,,,,
331422,33,Manufacturing - metals/machinery,11,0.06328168977617754,1,1,0.03192441296867545,10,0.1768262698572089,0.07826830190984038,1,1,0.040450357809700827,10,0.21483033165203153,0.046818808195149546,10.0,0.031449493714690836,0.197091867914693,,,,,
331423,33,Manufacturing - metals/machinery,11,0.04180112306771672,1,1,0.019830169505945183,10,0.11680371832752526,0.05315235433176339,1,1,0.028356114346970555,10,0.1458922402881899,0.03702193171381318,10.0,0.01613042261795021,0.10108827674196065,,,,,
331491,33,Manufacturing - metals/machinery,24,0.012672271042938507,6,2,0.006282609973544133,24,0.035409775356313046,0.018241609641543654,1,1,0.011632238257981476,23,0.05006945281212261,0.023082414224735906,10.0,0.0,0.0,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying"
331492,33,Manufacturing - metals/machinery,24,0.005220215885470095,12,4,0.0028974218823416553,23,0.014586704402835255,0.012238270365968916,1,1,0.007524436563318004,23,0.03359152578264609,0.019005928628076242,10.0,0.0,0.0,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying"
331511,33,Manufacturing - metals/machinery,24,0.031277863439565234,1,1,0.01612802770544399,23,0.08739886593868336,0.04660728215901076,1,1,0.024653972546469363,23,0.12792736828702347,0.02863939312032971,10.0,0.017967889038681052,0.11260355556895167,Iron Foundries,Manufacturing,Primary Metal Manufacturing,Foundries,Ferrous Metal Foundries
331512,33,Manufacturing - metals/machinery,24,0.015225784564201365,1,1,0.009600521522956656,23,0.04254498733614289,0.03055520328364689,1,1,0.018126466363982026,23,0.08386772543861482,0.029577130072432678,10.0,0.0009780732112142122,0.006129519219111733,Steel Investment Foundries,Manufacturing,Primary Metal Manufacturing,Foundries,Ferrous Metal Foundries
331513,33,Manufacturing - metals/machinery,24,0.026185796851957717,1,1,0.014990324838635261,23,0.07317024556309212,0.041515215571403245,1,1,0.023516269679660633,23,0.11395069667007589,0.0364993976725529,10.0,0.005015817898850347,0.031433794380689085,Steel Foundries (except Investment),Manufacturing,Primary Metal Manufacturing,Foundries,Ferrous Metal Foundries
331521,33,Manufacturing - metals/machinery,11,0.07696801419626614,1,1,0.04014724246167343,10,0.21506958642823612,0.09229743291571167,1,1,0.0486731873026988,10,0.2533374002000743,0.05042786040124571,10.0,0.041869572514465964,0.2623938029187097,,,,,
331522,33,Manufacturing - metals/machinery,11,0.07260931596258235,1,1,0.038812643799532455,10,0.20289019689515744,0.08793873468202787,1,1,0.04733858864055783,10,0.24137367332387272,0.03591227494302982,10.0,0.05202645973899805,0.3260463339719139,,,,,
331523,33,Manufacturing - metals/machinery,13,0.031944068368251956,3,1,0.016440129453404322,13,0.08926042388564746,0.027333179638584004,3,1,0.015073124163086307,13,0.07502393566204728,0.048409695283255304,10.0,0.0,0.0,Nonferrous Metal Die-Casting Foundries,Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries
331524,33,Manufacturing - metals/machinery,24,0.026034927824394878,6,2,0.011696049083275284,24,0.07274867642555363,0.03459153871900395,1,1,0.0192327681341361,23,0.09494663297944117,0.024585490175179414,10.0,0.010006048543824538,0.06270723515737393,Aluminum Foundries (except Die-Casting),Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries
331525,33,Manufacturing - metals/machinery,11,0.039122695841975086,1,1,0.021080721108762468,10,0.10931946344926538,0.054452114561420614,1,1,0.02960666594978784,10,0.14945981380635606,0.031179096952839613,10.0,0.023273017608581,0.1458504405221667,,,,,
331528,33,Manufacturing - metals/machinery,11,0.015518651138039486,1,1,0.010326605633927155,10,0.04336333627721606,0.028032619260277485,1,1,0.018852550474952524,10,0.07694375303680101,0.04594638916414856,10.0,0.0,0.0,,,,,
